z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
47,73, , ,1.23,B-,100,B-N,3, , ,,,119918784765,-75651512,
47,74, , ,0.78,B-,100,B-N,0.08, , ,,,120920125279,-74402831,
47,75, , ,529,B-,99.8,B-N,186, , ,,,121923664446,-71106118,
47,76, , ,299,B-,100,B-N,0.62, , ,,,122925315.06,-69568581,
47,77, , ,191,B-,100,B-N,1.3, , ,,,123928899227,-66229951,
47,78, , ,159,B-,100,B-N, , , ,,,124930735,-64519939,
47,79, , ,52,B-,100,B-N, , , ,,,125934814,-60720,
47,80, , ,109,B-,100, , , , ,,,126937037,-58650,
47,81, , ,58,B-,100,B-N, , , ,,,127941266,-54710,
47,82, , ,46,B-,100,B-N,0, , ,,,128944315,-51870,
47,83, , ,42,B-,100,B-2N, ,B-N, ,,,129950727,-45898,
47,84, , ,35,B-,100,B-2N, ,B-N, ,,,130956253,-40750,
47,85, , ,28,B-,100,B-3N, ,B-N, ,,,131963070,-34400,
48,46, , ,0.00000076,ECP, ,EC+B+, , , ,,,93956586,-40440,
48,47, , ,32,B+,100,B+P,4.5, , ,,,94949483,-47056,
48,48, , ,1.03,EC+B+,100, , , , ,,,95940341,-55572,
48,49, , ,2.8,EC,100,ECP, , , ,,,96934799343,-60734027,
48,50, , ,9.3,EC+B+,100,ECP,29, , ,,,97927389315,-67636425,
48,51, , ,16,EC+B+,100,B+P,0.17,B+A,0.0001,,,98924925845,-69931132,
48,52, , ,49.1,EC+B+,100, , , , ,,,99920348829,-74194595,
48,53, , ,81.6,EC+B+,100, , , , ,,,100918586209,-75836466,
48,54,4.481, ,330,EC+B+,100, , , , ,,,101914481797,-79659702,
48,55,4.4951, ,438,EC+B+,100, , , , ,,,102913416922,-80651626,
48,56,4.5122, ,3462,EC+B+,100, , , , ,,,103909856228,-83968391,
48,57,4.5216, ,3330,EC+B+,100, , , , ,,,104909463893,-84333849,
48,58,4.5383,1245, ,2B+, , , , , ,,,105906459791,-87132153,
48,59,4.5466, ,23400,EC+B+,100, , , , ,,,106906612049,-86990325,
48,60,4.5577,888, , , , , , , ,,,107904183588,-89252423,
48,61,4.5601, ,39908160,EC,100, , , , ,,,108904986697,-88504330,
48,62,4.5765,12470, , , , , , , ,,,109903007.47,-90347969,
48,63,4.5845,12795, , , , , , , ,,,110904183776,-89252247,
48,64,4.5944,24109, , , , , , , ,,,111902763896,-90574857,
48,65,4.6012,12227,2.5371768483572E+023,B-,100, , , , ,,,112904408105,-89043286,
48,66,4.6087,28754, ,2B-,100, , , , ,,,113903364998,-90014934,
48,67,4.6114, ,192456,B-,100, , , , ,,,114905437426,-88084480,
48,68,4.6203,7512,1.04137855716154E+027,2B-, , , , , ,,,115904763.23,-88712489,
48,69,4.6136, ,8964,B-,100, , , , ,,,116907226039,-86418397,
48,70,4.6246, ,3018,B-,100, , , , ,,,117906921956,-86701649,
48,71, , ,161.4,B-,100, , , , ,,,118909847052,-83976939,
48,72,4.63, ,50.8,B-,100, , , , ,,,119909868065,-83957365,
48,73, , ,13.5,B-,100, , , , ,,,120912963.66,-81073837,
48,74, , ,5.24,B-,100, , , , ,,,121913459.05,-80612384,
48,75, , ,2.1,B-,100, , , , ,,,122916892.46,-77414183,
48,76, , ,1.25,B-,100, , , , ,,,123917659772,-76699436,
48,77, , ,0.68,B-,100, , , , ,,,124921257.59,-73348090,
48,78, , ,514,B-,100, , , , ,,,125922430.29,-72255727,
48,79, , ,0.37,B-,100, , , , ,,,126926203291,-68741199,
48,80, , ,0.28,B-,100, , , , ,,,127927816778,-67238245,
48,81, , ,154,B-,100,B-N,0, , ,,,128932235597,-63122142,
48,82, , ,162,B-,100,B-N,3.5, , ,,,129934387563,-61117597,
48,83, , ,68,B-,100,B-N,3.5, , ,,,130940727.74,-55211760,
48,84, , ,84,B-,100,B-N,60,B-2N, ,,,131945823136,-50465429,
48,85, , ,57,B-,100,B-2N, ,B-N, ,,,132952614,-44140,
48,86, , ,65,B-,100,B-2N, ,B-N, ,,,133957638,-39460,
49,47, , , ,EC+B+, ,ECP, ,P, ,,,95959109,-38090,
49,48, , ,36,B+,100,B+P,1.7, , ,,,96949125,-47390,
49,49, , ,0.03,EC+B+,100,ECP,0.13, , ,,,97942129,-53906,
49,50, , ,3.1,B+P,0.9, , , , ,,,98934110,-61376,
49,51, , ,5.65,EC+B+,100,ECP,1.66, , ,,,99931101929,-64178146,
49,52, , ,15.1,EC+B+,100,B+P, , , ,,,100926414025,-68544901,
49,53, , ,23.3,EC+B+,100,B+P,0.0093, , ,,,101924105911,-70694896,
49,54, , ,65,EC+B+,100, , , , ,,,102919878.83,-74632397,
49,55,4.5184, ,108,EC+B+,100, , , , ,,,103918214538,-76182675,
49,56,4.5311, ,304.2,EC+B+,100, , , , ,,,104914502322,-79640582,
49,57,4.5375, ,372,EC+B+,100, , , , ,,,105913463596,-80608150,
49,58,4.5494, ,1944,EC+B+,100, , , , ,,,106910287497,-83566667,
49,59,4.5571, ,3480,EC+B+,100, , , , ,,,107909693654,-84119828,
49,60,4.5685, ,14972.4,EC+B+,100, , , , ,,,108907149679,-86489526,
49,61,4.5742, ,17712,EC+B+,100, , , , ,,,109907170674,-86469969,
49,62,4.5856, ,242326.08,EC,100, , , , ,,,110905107236,-88392050,
49,63,4.5907, ,892.8,EC+B+,62,B-,38, , ,,,111905538718,-87990127,
49,64,4.601,4281, , , , , , , ,,,112904060451,-89367123,
49,65,4.6056, ,71.9,B-,99.5,EC+B+,0.5, , ,,,113904916405,-88569807,
49,66,4.6156,95719,1.39166043547951E+022,B-,100, , , , ,,,114903878772,-89536357,
49,67,4.6211, ,14.1,B-,99977,EC,23, , ,,,115905259992,-88249758,
49,68,4.6292, ,2592,B-,100, , , , ,,,116904515729,-88943035,
49,69,4.6335, ,5,B-,100, , , , ,,,117906356705,-87228177,
49,70,4.6407, ,144,B-,100, , , , ,,,118905851622,-87698658,
49,71,4.6443, ,3.08,B-,100, , , , ,,,119907967489,-85727741,
49,72,4.6505, ,23.1,B-,100, , , , ,,,120907852778,-85834593,
49,73,4.6534, ,1.5,B-,100, , , , ,,,121910282458,-83571361,
49,74,4.6594, ,6.15,B-,100, , , , ,,,122910435252,-83429034,
49,75,4.6625, ,3.12,B-,100, , , , ,,,123913184873,-80867778,
49,76,4.667, ,2.36,B-,100, , , , ,,,124913673841,-80412308,
49,77,4.6702, ,1.53,B-,100, , , , ,,,125916468202,-77809377,
49,78,4.6733, ,1.09,B-,100,B-N,0.03, , ,,,126917466.04,-76879897,
49,79, , ,0.84,B-,100,B-N,46, , ,,,127920353637,-74190117,
49,80, , ,611,B-,100,B-N,0.23, , ,,,128921808534,-72834889,
49,81, , ,0.29,B-,100,B-N,0.93, , ,,,129924952257,-69906530,
49,82, , ,0.28,B-,100,B-N,2, , ,,,130926972839,-68024369,
49,83, , ,0.2,B-,100,B-N,7.4,B-2N, ,,,131932998444,-62411554,
49,84, , ,165,B-,100,B-N,85, , ,,,132938067,-57690,
49,85, , ,0.14,B-,100,B-N,65, , ,,,133944208,-51970,
49,86, , ,101,B-,100,B-N,0,B-2N, ,,,134949425,-47110,
49,87, , ,85,B-,100,B-N, ,B-2N, ,,,135956017,-40970,
49,88, , ,65,B-,100,B-2N, ,B-N, ,,,136961535,-35830,
50,49, , ,0.00000076,ECP, ,EC+B+, , , ,,,98948495,-47976,
50,50, , ,1.18,EC+B+,100,ECP,17, , ,,,99938648944,-57148146,
50,51, , ,1.7,EC+B+,100,ECP,26, , ,,,100935259252,-60305624,
50,52, , ,3.8,EC+B+,100, , , , ,,,101930289525,-64934896,
50,53, , ,7,EC+B+,100,ECP,1.2, , ,,,102927973,-67092,
50,54, , ,20.8,EC+B+,100, , , , ,,,103923105195,-71627057,
50,55, , ,32.7,EC+B+,100,B+P,11, , ,,,104921268421,-73338001,
50,56, , ,115,EC+B+,100, , , , ,,,105916957394,-77353698,
50,57, , ,174,EC+B+,100, , , , ,,,106915713649,-78512239,
50,58,4.5605, ,618,EC+B+,100, , , , ,,,107911894.29,-82069949,
50,59,4.5679, ,1086,EC+B+,100, , , , ,,,108911292857,-82630180,
50,60,4.5785, ,14954.4,EC,100, , , , ,,,109907844835,-85841993,
50,61,4.5836, ,2118,EC+B+,100, , , , ,,,110907741143,-85938581,
50,62,4.5948,0.97, , , , , , , ,,,111904824894,-88655049,
50,63,4.6015, ,9943776,EC+B+,100, , , , ,,,112905175857,-88328129,
50,64,4.6099,0.66, , , , , , , ,,,113902780.13,-90559735,
50,65,4.6148,0.34, , , , , , , ,,,114903344695,-90033846,
50,66,4.625,14.54, , , , , , , ,,,115901742825,-91525979,
50,67,4.6302,7.68, , , , , , , ,,,116902954036,-90397742,
50,68,4.6393,24.22, , , , , , , ,,,117901606.63,-91652843,
50,69,4.6438,8.59, , , , , , , ,,,118903311266,-90064985,
50,70,4.6519,32.58, , , , , , , ,,,119902202557,-91097741,
50,71,4.6566, ,97308,B-,100, , , , ,,,120904243488,-89196626,
50,72,4.6634,4.63, , , , , , , ,,,121903445494,-89939953,
50,73,4.6665, ,11162880,B-,100, , , , ,,,122905727065,-87814683,
50,74,4.6735,5.79, , , , , , , ,,,123905279619,-88231475,
50,75,4.6765, ,832896,B-,100, , , , ,,,124907789.37,-85893657,
50,76,4.6833, ,6879409862461056,B-,100, , , , ,,,125907658958,-86015135,
50,77,4.6867, ,7560,B-,100, , , , ,,,126910391726,-83469578,
50,78,4.6921, ,3544.2,B-,100, , , , ,,,127910507828,-83361430,
50,79,4.6934, ,133.8,B-,100, , , , ,,,128913482.44,-80590597,
50,80,4.7019, ,223.2,B-,100, , , , ,,,129913974531,-80132217,
50,81,4.7078, ,56,B-,100, , , , ,,,130917053067,-77264579,
50,82,4.7093, ,39.7,B-,100, , , , ,,,131917823898,-76546554,
50,83, , ,1.46,B-,100,B-N,0.0294, , ,,,132923913753,-70873890,
50,84, , ,1.05,B-,100,B-N,17, , ,,,133928680.43,-66433759,
50,85, , ,515,B-,100,B-N,21,B-2N, ,,,134934908603,-60632252,
50,86, , ,345,B-,100,B-N,27, , ,,,135939699,-56170,
50,87, , ,0.19,B-,100,B-N,58, , ,,,136946162,-50150,
50,88, , ,0.14,B-,100,B-N,36,B-2N, ,,,137951143,-45510,
50,89, , ,0.13,B-,100,B-2N, ,B-N, ,,,138957799,-39310,
50,90, , , ,B-,100,B-N, ,B-2N, ,,,139962973,-34490,
51,52, , ,0.000000049,P, , , , , ,,,102939162,-56670,
51,53, , ,0.44,EC+B+,100,ECP,7,P,1,,,103936344,-59295,
51,54, , ,1.22,EC+B+,100,P, , , ,,,104931276547,-64015491,
51,55, , ,0.6,EC+B+, , , , , ,,,105928637979,-66473301,
51,56, , ,4,EC+B+,100, , , , ,,,106924150621,-70653248,
51,57, , ,7.4,EC+B+,100, , , , ,,,107922226731,-72445341,
51,58, , ,17.2,EC+B+,100, , , , ,,,108918141203,-76250986,
51,59, , ,23.6,EC+B+,100, , , , ,,,109916854283,-77449745,
51,60, , ,75,EC+B+,100, , , , ,,,110913218187,-80836747,
51,61, , ,53.5,EC+B+,100, , , , ,,,111912399903,-81598973,
51,62, , ,400.2,EC+B+,100, , , , ,,,112909374664,-84416966,
51,63, , ,209.4,EC+B+,100, , , , ,,,113909289155,-84496616,
51,64, , ,1926,EC+B+,100, , , , ,,,114906598,-87003412,
51,65, , ,948,EC+B+,100, , , , ,,,115906792732,-86822020,
51,66, , ,10080,EC+B+,100,B+,1.7, , ,,,116904841519,-88639564,
51,67, , ,216,EC+B+,100, , , , ,,,117905532194,-87996204,
51,68, , ,137484,EC,100, , , , ,,,118903944062,-89475539,
51,69, , ,953.4,EC+B+,100, , , , ,,,119905080308,-88417133,
51,70,4.6802,57.21, , , , , , , ,,,120903811353,-89599157,
51,71, , ,235336.32,B-,97.59,EC+B+,2.41, , ,,,121905169335,-88334205,
51,72,4.6879,42.79, , , , , , , ,,,122904215292,-89222890,
51,73, , ,5201280,B-,100, , , , ,,,123905937065,-87619069,
51,74, , ,87051673.7164705,B-,100, , , , ,,,124905254264,-88255094,
51,75, , ,1067040,B-,100, , , , ,,,125907253158,-86393135,
51,76, , ,332640,B-,100, , , , ,,,126906925557,-86698294,
51,77, , ,32580,B-,100, , , , ,,,127909146121,-84629852,
51,78, , ,15717.6,B-,100, , , , ,,,128909146623,-84629384,
51,79, , ,2370,B-,100, , , , ,,,129911662686,-82285687,
51,80, , ,1381.8,B-,100, , , , ,,,130911989339,-81981412,
51,81, , ,167.4,B-,100, , , , ,,,131914508013,-79635282,
51,82, , ,140.4,B-,100, , , , ,,,132915272128,-78923513,
51,83, , ,0.78,B-,100, , , , ,,,133920537334,-74019004,
51,84, , ,1679,B-,100,B-N,22, , ,,,134925184354,-69690332,
51,85, , ,923,B-,100,B-N,18.5,B-2N,1,,,135930749009,-64506890,
51,86, , ,0.45,B-,100,B-N,49, , ,,,136935522519,-60060392,
51,87, , ,348,B-N,72,B-, ,B-2N, ,,,137941331,-54650,
51,88, , ,93,B-,100,B-N,90,B-3N, ,,,138946269,-50050,
51,89, , ,173,B-,100,B-N,23,B-2N,7.6,,,139952345,-44390,
51,90, , , ,B-,100,B-2N, ,B-N, ,,,140957552,-39540,
51,91, , ,53,B-,100,B-2N, ,B-N, ,,,141963918,-33610,
52,52, , ,0.000000018,A,100,2P, , , ,,,103946723408,-49626831,
52,53, , ,0.00000062,A,100, , , , ,,,104943304516,-52811509,
52,54, , ,0.00007,A,100, , , , ,,,105937498521,-58219759,
52,55, , ,0.0031,A,70,EC+B+,30, , ,,,106934882,-60657,
52,56, , ,2.1,EC+B+,51,A,49,B+P,2.4,,,107929380469,-65781676,
52,57, , ,4.4,EC+B+,96.1,B+P,9.4,A,3.9,,,108927304532,-67715399,
52,58, , ,18.6,EC+B+,100,A,0.00067, , ,,,109922458102,-72229821,
52,59, , ,19.3,EC+B+,100,B+P, , , ,,,110921000587,-73587487,
52,60, , ,120,EC+B+,100, , , , ,,,111916727848,-77567518,
52,61, , ,102,EC+B+,100, , , , ,,,112915891,-78347037,
52,62, , ,912,EC+B+,100, , , , ,,,113912087.82,-81889676,
52,63, , ,348,EC+B+,100, , , , ,,,114911902,-82062767,
52,64,4.6847, ,8964,EC+B+,100, , , , ,,,115908465558,-85263793,
52,65, , ,3720,EC+B+,100,B+,25, , ,,,116908646227,-85095500,
52,66,4.6956, ,518400,EC,100, , , , ,,,117905860104,-87690758,
52,67, , ,57780,EC+B+,100,B+,2.06, , ,,,118906405699,-87182539,
52,68,4.7038,0.09, , , , , , , ,,,119904065779,-89362160,
52,69, , ,1656288,EC+B+,100, , , , ,,,120904945065,-88543111,
52,70,4.7095,2.55, , , , , , , ,,,121903044708,-90313282,
52,71,4.7117,0.89,2.90323718966246E+024,EC,100, , , , ,,,122904271022,-89170978,
52,72,4.7183,4.74, , , , , , , ,,,123902818341,-90524142,
52,73,4.7204,7.07, , , , , , , ,,,124904431178,-89021794,
52,74,4.7266,8.84, , , , , , , ,,,125903312144,-90064168,
52,75, , ,33660,B-,100, , , , ,,,126905226993,-88280497,
52,76,4.7346,31.74,2.42988330004358E+032,2B-,100, , , , ,,,127904461237,-88993794,
52,77, , ,4176,B-,100, , , , ,,,128906596419,-87004884,
52,78,4.7423,34.08,2.49299715199277E+028,2B-,100, , , , ,,,129906222745,-87352960,
52,79, , ,1500,B-,100, , , , ,,,130908522.21,-85211022,
52,80,4.75, ,276825.6,B-,100, , , , ,,,131908546713,-85188197,
52,81, , ,750,B-,100, , , , ,,,132910963.33,-82937133,
52,82,4.7569, ,2508,B-,100, , , , ,,,133911396376,-82533752,
52,83, , ,19,B-,100, , , , ,,,134916554715,-77728790,
52,84,4.7815, ,17.63,B-,100,B-N,1.31, , ,,,135920101.18,-74425279,
52,85, , ,2.49,B-,100,B-N,2.99, , ,,,136925599354,-69303762,
52,86, , ,1.4,B-,100,B-N,6.3, , ,,,137929472452,-65695995,
52,87, , ,1.6,B-,100,B-N, , , ,,,138935367191,-60205080,
52,88, , ,348,B-,100,B-N, , , ,,,139939487057,-56367449,
52,90, , , , , , , , , ,,,141950027,-46550,
52,91, , ,0.000000408,B-2N, ,B-N, ,B-, ,,,142956489,-40530,
52,92, , , ,B-,100,B-2N, ,B-N, ,,,143961116,-36220,
52,93, , , ,B-,100,B-2N, ,B-N, ,,,144967783,-30010,
53,55, , ,36,A,91,EC+B+,9,P,1,,,107943348,-52771,
53,56, , ,0.0000928,P,99986,A,14, , ,,,108938086022,-57672505,
53,57, , ,664,EC+B+,83,A,17,ECP,11,,,109935085102,-60467844,
53,58, , ,2.5,EC+B+,99.9,A,0.1, , ,,,110930269236,-64953795,
53,59, , ,3.34,EC+B+,100,ECP,0.88,ECA,104,,,111928004548,-67063339,
53,60, , ,6.6,EC+B+,100,A,0.000000331, , ,,,112923650062,-71119517,
53,61, , ,2.1,EC+B+,100,B+P, , , ,,,113922018.9,-72638935,
53,62, , ,78,EC+B+,100, , , , ,,,114918048,-76337805,
53,63, , ,2.91,EC+B+,100, , , , ,,,115916885513,-77420654,
53,64, , ,133.2,EC+B+,100,B+,77, , ,,,116913645649,-80438568,
53,65, , ,822,EC+B+,100, , , , ,,,117913074,-80971056,
53,66, , ,1146,EC+B+,100,B+,51,EC,49,,,118910060.91,-83777731,
53,67, , ,4896,EC+B+,100, , , , ,,,119910093729,-83747160,
53,68, , ,7632,EC+B+,100, , , , ,,,120907411492,-86245649,
53,69, , ,217.8,EC+B+,100, , , , ,,,121907590094,-86079282,
53,70, , ,47602.8,EC+B+,100, , , , ,,,122905589753,-87942588,
53,71, , ,360806.4,EC+B+,100, , , , ,,,123906210297,-87364555,
53,72, , ,5132764.8,EC,100, , , , ,,,124904630.61,-88836024,
53,73, , ,1117152,EC+B+,52.7,B-,47.3, , ,,,125905624205,-87910496,
53,74,4.75,100, , , , , , , ,,,126904472592,-88983217,
53,75, , ,1499.4,B-,93.1,EC+B+,6.9, , ,,,127905809355,-87738030,
53,76, , ,495443737801094,B-,100, , , , ,,,128904983643,-88507176,
53,77, , ,44496,B-,100, , , , ,,,129906670168,-86936188,
53,78, , ,693377.28,B-,100, , , , ,0.61,0.64,130906126375,-87442727,
53,79, , ,8262,B-,100, , , , ,,,131907993511,-85703502,
53,80, , ,74988,B-,100, , , , ,,,132907828.4,-85857302,
53,81, , ,3150,B-,100, , , , ,,,133909775.66,-84043440,
53,82, , ,23688,B-,100, , , , ,,,134910059355,-83779180,
53,83, , ,83.4,B-,100, , , , ,,,135914604693,-79545225,
53,84, , ,24.5,B-,100,B-N,7.14, , ,,,136918028178,-76356268,
53,85, , ,6.26,B-,100,B-N,5.44, , ,,,137922726392,-71979910,
53,86, , ,2.28,B-,100,B-N,10, , ,,,138926493.4,-68470964,
53,87, , ,0.86,B-,100,B-N,7.6, , ,,,139931715914,-63606223,
53,88, , ,0.43,B-,100,B-N,21.2, , ,,,140935666081,-59926666,
53,89, , ,222, , , , , , ,,,141941166595,-54802969,
53,90, , ,0.13,B-, , , , , ,,,142945475,-50790,
53,91, , ,0.0000003, , , , , , ,,,143951336,-45330,
53,92, , ,0.000000407,B-, ,B-N, , , ,,,144955845,-41130,
53,93, , ,94,B-,100,B-2N, ,B-N, ,,,145961846,-35540,
53,94, , , ,B-,100,B-3N, ,B-N, ,,,146966505,-31200,
54,54, , ,0.000054,A,100,2P, , , ,,,107954232285,-42632357,
54,55, , ,13,A,100, , , , ,,,108950434955,-46169546,
54,56, , ,93,A,64,EC+B+,36,ECP, ,,,109944258759,-51922636,
54,57, , ,0.74,A,8,EC+B+, , , ,,,110941470,-54520,
54,58, , ,2.7,EC+B+,98.8,A,1.2, , ,,,111935559068,-60026348,
54,59, , ,2.74,EC+B+,100,ECP,7,A,11,,,112933221663,-62203626,
54,60, , ,10,EC+B+,100, , , , ,,,113927980329,-67085899,
54,61, , ,18,EC+B+,100,B+P,0.34,A,0.0003,,,114926293943,-68656757,
54,62,4.7211, ,59,EC+B+,100, , , , ,,,115921580955,-73046877,
54,63, , ,61,EC+B+,100,B+P,0.0029, , ,,,116920358758,-74185347,
54,64,4.7387, ,228,EC+B+,100, , , , ,,,117916178678,-78079067,
54,65, , ,348,EC+B+,100, , , , ,,,118915410641,-78794488,
54,66,4.7509, ,2400,EC+B+,100, , , , ,,,119911784267,-82172434,
54,67, , ,2406,EC+B+,100, , , , ,,,120911453012,-82480997,
54,68,4.759, ,72360,EC,100, , , , ,,,121908367655,-85354988,
54,69, , ,7380,EC+B+,100, , , , ,,,122908482235,-85248258,
54,70,4.7661,95,5.04910815593472E+021,2B+, , , , , ,,,123905885174,-87667405,
54,71, , ,60840,EC+B+,100, , , , ,,,124906387.64,-87199361,
54,72,4.7722,89, , , , , , , ,,,125904297422,-89146.38687,
54,73,4.7747, ,3140294.4,EC,100, , , , ,,,126905183636,-88320883,
54,74,4.7774,1910, , , , , , , ,,,127903530.75341,-89860.53427,
54,75,4.7775,26401, , , , , , , ,,,128904780.85742,-88696.06975,
54,76,4.7818,4071, , , , , , , ,,,129903509346,-89880474,
54,77,4.7808,21232, , , , , , , ,,,130905084.12808,-88413.57492,
54,78,4.7859,26909, , , , , , , ,,,131904155.08346,-89278.97451,
54,79,4.7831, ,453384,B-,100, , , , ,,,132905910748,-87643583,
54,80,4.7899,10436,1.83030170652634E+030,2B-,0, , , , ,,,133905393.03,-88125.83443,
54,81, , ,32904,B-,100, , , , ,,,134907231441,-86413365,
54,82,4.7964,8857,6.83207447349917E+028,2B-,100, , , , ,,,135907214474,-86429170,
54,83,4.8094, ,229.08,B-,100, , , , ,,,136911557771,-82383414,
54,84,4.8279, ,848.4,B-,100, , , , ,,,137914146268,-79972244,
